id,president,speech_type,sequence,paragraph_id,content,is_applause,word_count,char_count,sentence_count,reading_time_seconds
trump_inaugural_01_063,Trump,INAUGURAL,01,63,"In America, the impossible is what we do best. From New York to Los Angeles, from Philadelphia to Phoenix, from Chicago to Miami, from Houston to right here in Washington, DC, our country was forged and built by the generations of patriots who gave everything they had for our rights and for our freedom. They were farmers and soldiers, cowboys and factory workers, steelworkers and coal miners, police officers and pioneers who pushed onward, marched forward, and let no obstacle defeat their spirit or their pride.",0,86,516,3,25.8
trump_inaugural_01_064,Trump,INAUGURAL,01,64,"Together, they laid down the railroads, raised up the skyscrapers, built great highways, won two world wars, defeated fascism and communism, and triumphed over every single challenge that they faced.",0,30,199,1,9.0
trump_inaugural_01_065,Trump,INAUGURAL,01,65,"After all we have been through together, we stand on the verge of the 4 greatest years in American history. With your help, we will restore America promise and we will rebuild the nation that we love, and we love it so much.",0,43,224,2,12.9
trump_inaugural_01_066,Trump,INAUGURAL,01,66,"We are one people, one family, and one glorious nation under God. So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you. We're going to win like never before.",0,51,256,3,15.3
trump_inaugural_01_067,Trump,INAUGURAL,01,67,[Applause] Thank you. Thank you. Thank you.,0,7,43,3,2.1
trump_inaugural_01_068,Trump,INAUGURAL,01,68,"Thank you. In recent years, our Nation has suffered greatly.",0,10,60,2,3.0
trump_inaugural_01_069,Trump,INAUGURAL,01,69,"But we are going to bring it back and make it great again, greater than ever before.",0,17,84,1,5.1
trump_inaugural_01_070,Trump,INAUGURAL,01,70,"We will be a nation like no other, full of compassion, courage, and exceptionalism. Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.",0,38,212,2,11.4
trump_inaugural_01_071,Trump,INAUGURAL,01,71,"America will be respected again and admired again, including by people of religion, faith, and good will.",0,17,105,1,5.1
trump_inaugural_01_072,Trump,INAUGURAL,01,72,"We will be prosperous, we will be proud, we will be strong, and we will win like never before.",0,19,94,1,5.7
trump_inaugural_01_073,Trump,INAUGURAL,01,73,"We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail. From this day on, the United States of America will be a free, sovereign, and independent nation.",0,37,196,2,11.1
trump_inaugural_01_074,Trump,INAUGURAL,01,74,"We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans. The future is ours, and our golden age has just begun. Thank you.",0,36,192,3,10.8
trump_inaugural_01_075,Trump,INAUGURAL,01,75,God bless America. Thank you all. Thank you.,0,8,44,3,2.4
trump_inaugural_01_076,Trump,INAUGURAL,01,76,Thank you very much. Thank you very much. Thank you.,0,10,52,3,3.0
trump_inaugural_01_077,Trump,INAUGURAL,01,77,"Thank you. Swearing-In Ceremony of Donald J. Trump, 47th President o… NOTE: The President spoke at 12:10 p.m.",0,18,109,4,5.4
trump_inaugural_01_078,Trump,INAUGURAL,01,78,"in the Rotunda of the U.S. Capitol. Prior to the address, Chief Justice of the United States John G.",0,19,100,4,5.7
trump_inaugural_01_079,Trump,INAUGURAL,01,79,"Roberts, Jr., administered the oath of office. Donald J. Trump (2nd Term), Inaugural Address Online by Gerhard Peters and John T.",0,21,129,4,6.3
trump_inaugural_01_080,Trump,INAUGURAL,01,80,"Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/375939",0,6,84,3,1.8
